# [Plmin, Plcent, Plmax]
3.983333333333332615e-01,5.024999999999999467e-01,6.076666666666666883e-01
1.233333333333332948e-01,2.025000000000000133e-01,2.776666666666666727e-01
1.783333333333332882e-01,2.449999999999999678e-01,3.046666666666666967e-01
-1.828333333333333477e-01,-9.749999999999997558e-02,-2.116666666666666696e-02
-4.163333333333334441e-01,-2.950000000000000400e-01,-2.066666666666666652e-01
6.966666666666665453e-01,7.550000000000000044e-01,8.303333333333332567e-01
# Rows:_P12_P13_P15_P23_P34_P45
